Airline Name,Departure Date,Departure Month,Arrival Time,Departure Time,Source,Destination,Duration,Total Stops,Price
Jet Airways,15,3,15:15,8:00,Banglore,New Delhi,7h 15m,1 stop,9134
Air India,6,6,6/7/2022 9:25,13:15,Delhi,Cochin,20h 10m,2 stops,10939
Air India,6,6,6/7/2022 7:40,10:55,Delhi,Cochin,20h 45m,2 stops,11753
SpiceJet,24,4,19:40,17:10,Kolkata,Banglore,2h 30m,non-stop,4174
Jet Airways,21,5,5/22/2022 19:50,20:00,Kolkata,Banglore,23h 50m,1 stop,10844
Jet Airways,3,6,6/4/2022 19:00,16:00,Delhi,Cochin,27h,1 stop,14714
Jet Airways,12,6,12:00,6:30,Kolkata,Banglore,5h 30m,1 stop,9899
IndiGo,3,3,21:00,9:10,Delhi,Cochin,11h 50m,1 stop,14871
IndiGo,6,3,15:35,13:20,Chennai,Kolkata,2h 15m,non-stop,7295
Air India,6,6,6/7/2022 19:15,18:45,Delhi,Cochin,24h 30m,2 stops,13465
SpiceJet,21,5,20:05,17:45,Chennai,Kolkata,2h 20m,non-stop,3543
Multiple carriers,27,6,6/28/2022 1:30,19:00,Delhi,Cochin,6h 30m,1 stop,7198
Jet Airways,1,6,6/2/2022 4:25,8:00,Delhi,Cochin,20h 25m,1 stop,10262
IndiGo,15,3,17:55,15:20,Kolkata,Banglore,2h 35m,non-stop,4148
Jet Airways,27,6,18:10,15:15,Banglore,Delhi,2h 55m,non-stop,8016
Jet Airways,9,6,6/10/2022 4:25,22:50,Delhi,Cochin,5h 35m,1 stop,10262
SpiceJet,15,6,17:25,14:55,Kolkata,Banglore,2h 30m,non-stop,3841
Jet Airways,12,3,3/13/2022 0:30,9:45,Banglore,New Delhi,14h 45m,1 stop,11507
Jet Airways,1,5,20:45,8:25,Kolkata,Banglore,12h 20m,1 stop,14781
Jet Airways,27,5,5/28/2022 19:00,17:30,Delhi,Cochin,25h 30m,1 stop,16079
Jet Airways,27,5,5/28/2022 4:25,22:50,Delhi,Cochin,5h 35m,1 stop,12898
Multiple carriers,6,3,19:15,7:30,Delhi,Cochin,11h 45m,1 stop,15353
IndiGo,24,3,21:20,18:25,Banglore,New Delhi,2h 55m,non-stop,7303
SpiceJet,24,3,20:45,15:05,Kolkata,Banglore,5h 40m,1 stop,6197
Air India,9,6,13:15,9:10,Kolkata,Banglore,4h 5m,1 stop,8996
IndiGo,21,3,22:20,14:20,Delhi,Cochin,8h,1 stop,6528
GoAir,9,4,23:40,20:55,Banglore,Delhi,2h 45m,non-stop,4239
IndiGo,12,3,23:05,20:25,Kolkata,Banglore,2h 40m,non-stop,4148
SpiceJet,24,5,5/25/2022 0:05,21:10,Banglore,Delhi,2h 55m,non-stop,3971
Air Asia,6,5,23:30,7:35,Kolkata,Banglore,15h 55m,1 stop,5192
Jet Airways,9,4,4/10/2022 12:35,13:25,Delhi,Cochin,23h 10m,2 stops,9483
Jet Airways,3,6,19:00,11:40,Delhi,Cochin,7h 20m,2 stops,18804
Air India,18,6,8:00,5:10,Delhi,Cochin,2h 50m,non-stop,5201
Jet Airways,27,5,19:00,11:30,Delhi,Cochin,7h 30m,1 stop,16079
Jet Airways,15,6,22:50,19:50,Banglore,Delhi,3h,non-stop,7229
Multiple carriers,27,5,5/28/2022 1:30,17:45,Delhi,Cochin,7h 45m,1 stop,6795
Jet Airways,9,5,5/10/2022 10:55,9:35,Kolkata,Banglore,25h 20m,1 stop,10953
Multiple carriers,24,6,6/25/2022 1:30,15:05,Delhi,Cochin,10h 25m,2 stops,15965
Air India,9,4,4/10/2022 19:15,12:55,Delhi,Cochin,30h 20m,2 stops,9968
IndiGo,6,6,6/7/2022 0:50,22:15,Kolkata,Banglore,2h 35m,non-stop,4804
Jet Airways,27,5,19:00,10:00,Delhi,Cochin,9h,1 stop,16079
Jet Airways,12,6,6/13/2022 12:35,21:25,Delhi,Cochin,15h 10m,2 stops,11507
Air India,9,6,6/10/2022 13:45,9:25,Kolkata,Banglore,28h 20m,2 stops,11542
Jet Airways,24,4,20:45,17:45,Banglore,Delhi,3h,non-stop,7229
Jet Airways,27,4,8:45,6:00,Banglore,Delhi,2h 45m,non-stop,4544
IndiGo,15,5,10:05,5:10,Delhi,Cochin,4h 55m,1 stop,6496
IndiGo,15,6,6/16/2022 0:05,21:25,Kolkata,Banglore,2h 40m,non-stop,4804
Air India,1,3,3/2/2022 9:15,11:05,Banglore,New Delhi,22h 10m,1 stop,13439
Jet Airways,27,3,3/28/2022 4:25,18:15,Delhi,Cochin,10h 10m,1 stop,6540
IndiGo,1,6,6/2/2022 2:20,23:30,Banglore,Delhi,2h 50m,non-stop,4591
IndiGo,18,3,20:35,16:15,Banglore,New Delhi,4h 20m,1 stop,4437
Air Asia,21,3,3/22/2022 7:10,20:10,Delhi,Cochin,11h,1 stop,6151
Jet Airways,21,6,20:45,17:45,Banglore,Delhi,3h,non-stop,7754
Jet Airways,24,6,6/25/2022 12:35,14:00,Delhi,Cochin,22h 35m,1 stop,10262
Jet Airways,9,6,22:00,18:55,Banglore,Delhi,3h 5m,non-stop,8016
SpiceJet,24,3,9:35,6:55,Kolkata,Banglore,2h 40m,non-stop,4781
Vistara,27,6,14:20,11:30,Banglore,Delhi,2h 50m,non-stop,4668
Air India,6,3,3/7/2022 8:55,11:50,Banglore,New Delhi,21h 5m,1 stop,14594
Jet Airways,24,3,3/25/2022 4:45,16:55,Kolkata,Banglore,11h 50m,1 stop,14231
Air India,15,5,5/16/2022 6:50,5:15,Delhi,Cochin,25h 35m,1 stop,8425
Multiple carriers,12,6,22:30,7:05,Delhi,Cochin,15h 25m,1 stop,9646
IndiGo,3,3,17:05,14:40,Chennai,Kolkata,2h 25m,non-stop,7295
Air Asia,9,4,10:30,6:50,Kolkata,Banglore,3h 40m,1 stop,5162
IndiGo,9,3,21:20,18:25,Banglore,New Delhi,2h 55m,non-stop,6860
Vistara,15,4,9:10,6:00,Delhi,Cochin,3h 10m,non-stop,6216
Air Asia,24,5,19:25,7:35,Kolkata,Banglore,11h 50m,1 stop,5192
IndiGo,9,4,22:50,20:00,Banglore,Delhi,2h 50m,non-stop,4823
SpiceJet,3,4,12:20,9:30,Banglore,Delhi,2h 50m,non-stop,3919
IndiGo,3,6,20:35,19:05,Mumbai,Hyderabad,1h 30m,non-stop,2754
Multiple carriers,9,5,19:00,7:30,Delhi,Cochin,11h 30m,1 stop,9315
Multiple carriers,27,3,18:50,10:00,Delhi,Cochin,8h 50m,1 stop,11667
Jet Airways,12,6,6/13/2022 4:40,8:25,Kolkata,Banglore,20h 15m,1 stop,6224
Air India,24,3,3/25/2022 5:35,9:25,Kolkata,Banglore,20h 10m,2 stops,13349
Jet Airways,18,3,3/16/2022 9:00,16:55,Banglore,New Delhi,16h 5m,1 stop,11087
Multiple carriers,6,3,3/7/2022 1:35,13:00,Delhi,Cochin,12h 35m,1 stop,15603
Jet Airways,9,5,5/10/2022 12:35,19:30,Delhi,Cochin,17h 5m,2 stops,15129
IndiGo,9,4,19:55,16:55,Banglore,Delhi,3h,non-stop,4823
Vistara,1,5,22:40,7:10,Kolkata,Banglore,15h 30m,1 stop,8452
Multiple carriers,6,6,19:00,7:30,Delhi,Cochin,11h 30m,1 stop,12524
SpiceJet,27,3,20:05,17:45,Chennai,Kolkata,2h 20m,non-stop,3384
Jet Airways,1,6,6/2/2022 19:00,19:15,Delhi,Cochin,23h 45m,1 stop,10262
SpiceJet,18,6,14:45,13:15,Mumbai,Hyderabad,1h 30m,non-stop,1965
IndiGo,18,5,5/19/2022 0:50,22:15,Kolkata,Banglore,2h 35m,non-stop,4804
Jet Airways,27,5,5/28/2022 19:00,18:15,Delhi,Cochin,24h 45m,1 stop,16079
Jet Airways,1,6,6/2/2022 19:00,21:25,Delhi,Cochin,21h 35m,2 stops,13292
Air Asia,9,5,13:25,7:55,Delhi,Cochin,5h 30m,1 stop,6751
Air India,15,5,19:15,7:00,Delhi,Cochin,12h 15m,1 stop,8669
IndiGo,3,3,3/4/2022 1:35,17:30,Delhi,Cochin,8h 5m,1 stop,14871
Jet Airways,21,5,19:00,14:00,Delhi,Cochin,5h,1 stop,12898
SpiceJet,6,6,12:20,9:30,Banglore,Delhi,2h 50m,non-stop,3919
Multiple carriers,1,3,19:15,12:50,Delhi,Cochin,6h 25m,1 stop,36983
IndiGo,3,6,21:55,19:35,Chennai,Kolkata,2h 20m,non-stop,3597
Air India,9,3,19:45,17:00,Banglore,New Delhi,2h 45m,non-stop,10741
Air India,6,6,6/7/2022 5:35,16:50,Kolkata,Banglore,12h 45m,2 stops,11432
Jet Airways,12,3,3/13/2022 10:45,18:55,Banglore,New Delhi,15h 50m,1 stop,11087
Jet Airways,3,6,6/4/2022 12:35,9:35,Delhi,Cochin,27h,2 stops,13292
Air India,15,6,6/16/2022 7:40,5:15,Delhi,Cochin,26h 25m,3 stops,10493
GoAir,9,3,10:40,7:45,Banglore,New Delhi,2h 55m,non-stop,7631
Air India,6,6,6/7/2022 7:40,6:50,Delhi,Cochin,24h 50m,2 stops,13381
Jet Airways,6,6,6/7/2022 4:40,20:00,Kolkata,Banglore,8h 40m,1 stop,13731
Air India,21,5,5/22/2022 7:40,5:55,Delhi,Cochin,25h 45m,2 stops,11911
IndiGo,18,4,4/19/2022 2:20,23:30,Banglore,Delhi,2h 50m,non-stop,4591
Multiple carriers,3,6,19:15,13:00,Delhi,Cochin,6h 15m,1 stop,14848
Multiple carriers,12,6,19:15,8:45,Delhi,Cochin,10h 30m,1 stop,8266
Air India,18,5,5/19/2022 19:15,17:15,Delhi,Cochin,26h,2 stops,12392
Jet Airways,12,6,6/13/2022 12:00,18:55,Kolkata,Banglore,17h 5m,1 stop,13044
Jet Airways,21,5,5/22/2022 4:25,7:05,Delhi,Cochin,21h 20m,1 stop,12898
Jet Airways,21,3,3/22/2022 4:25,22:50,Delhi,Cochin,5h 35m,1 stop,12242
IndiGo,18,5,13:00,10:10,Banglore,Delhi,2h 50m,non-stop,3943
Vistara,24,3,3/25/2022 22:10,20:20,Kolkata,Banglore,25h 50m,1 stop,11105
Jet Airways,12,5,5/13/2022 9:20,21:10,Kolkata,Banglore,12h 10m,1 stop,14388
Jet Airways,18,5,5/19/2022 12:35,19:30,Delhi,Cochin,17h 5m,2 stops,13014
Multiple carriers,6,3,18:50,10:20,Delhi,Cochin,8h 30m,1 stop,15411
Jet Airways,9,3,3/10/2022 18:50,19:45,Delhi,Cochin,23h 5m,1 stop,16289
IndiGo,15,5,16:10,6:50,Delhi,Cochin,9h 20m,1 stop,6442
Jet Airways,18,5,16:20,8:25,Kolkata,Banglore,7h 55m,1 stop,10844
Jet Airways,18,5,11:50,10:20,Mumbai,Hyderabad,1h 30m,non-stop,5678
IndiGo,12,4,4/13/2022 2:20,23:30,Banglore,Delhi,2h 50m,non-stop,6906
SpiceJet,21,5,12:00,9:45,Chennai,Kolkata,2h 15m,non-stop,3543
Jet Airways,6,6,19:00,9:00,Delhi,Cochin,10h,1 stop,14714
Vistara Premium economy,3,3,18:35,16:00,Banglore,New Delhi,2h 35m,non-stop,11793
Multiple carriers,15,5,19:15,11:30,Delhi,Cochin,7h 45m,1 stop,14323
SpiceJet,9,4,4/10/2022 0:05,21:10,Banglore,Delhi,2h 55m,non-stop,3971
Vistara,6,5,5/7/2022 22:40,20:20,Kolkata,Banglore,26h 20m,1 stop,8452
Vistara,12,4,9:40,7:00,Banglore,Delhi,2h 40m,non-stop,5403
Multiple carriers,9,5,21:00,10:00,Delhi,Cochin,11h,1 stop,13727
Air India,1,4,4/2/2022 5:25,10:00,Kolkata,Banglore,19h 25m,2 stops,12639
Jet Airways,18,4,18:10,15:15,Banglore,Delhi,2h 55m,non-stop,5198
Vistara,1,6,22:15,19:30,Banglore,Delhi,2h 45m,non-stop,4878
Jet Airways,18,5,5/19/2022 19:00,19:45,Delhi,Cochin,23h 15m,1 stop,12373
Multiple carriers,3,3,16:10,7:10,Delhi,Cochin,9h,1 stop,8552
Vistara,21,4,17:50,14:40,Delhi,Cochin,3h 10m,non-stop,6741
Multiple carriers,9,4,19:15,12:50,Delhi,Cochin,6h 25m,1 stop,6481
Multiple carriers,6,6,19:15,10:35,Delhi,Cochin,8h 40m,1 stop,7354
Air India,21,4,23:55,21:05,Banglore,Delhi,2h 50m,non-stop,5228
Jet Airways,12,5,20:45,8:25,Kolkata,Banglore,12h 20m,1 stop,10844
IndiGo,18,5,12:10,6:50,Delhi,Cochin,5h 20m,1 stop,6347
Air India,15,3,12:15,8:15,Banglore,New Delhi,4h,1 stop,5013
Jet Airways,9,6,6/10/2022 4:40,18:55,Kolkata,Banglore,9h 45m,1 stop,9663
IndiGo,6,4,21:20,18:25,Banglore,Delhi,2h 55m,non-stop,4823
Air India,24,6,6/25/2022 19:15,16:55,Delhi,Cochin,26h 20m,2 stops,13381
SpiceJet,1,6,12:00,9:45,Chennai,Kolkata,2h 15m,non-stop,3543
Jet Airways,15,5,5/16/2022 4:40,18:55,Kolkata,Banglore,9h 45m,1 stop,9663
Jet Airways,1,4,4/2/2022 19:50,18:55,Kolkata,Banglore,24h 55m,1 stop,7064
Jet Airways,9,6,19:00,7:05,Delhi,Cochin,11h 55m,1 stop,10262
Air India,1,6,19:15,10:55,Delhi,Cochin,8h 20m,2 stops,13013
Jet Airways,27,6,6/28/2022 12:35,19:10,Delhi,Cochin,17h 25m,2 stops,15339
GoAir,18,4,14:30,11:40,Banglore,Delhi,2h 50m,non-stop,4937
IndiGo,6,6,12:10,5:05,Delhi,Cochin,7h 5m,1 stop,6818
Air India,18,5,5/19/2022 19:15,22:00,Delhi,Cochin,21h 15m,2 stops,10441
Jet Airways,3,4,19:00,14:00,Delhi,Cochin,5h,1 stop,5177
IndiGo,27,6,14:00,11:35,Chennai,Kolkata,2h 25m,non-stop,3858
IndiGo,18,5,5/19/2022 2:15,21:00,Kolkata,Banglore,5h 15m,1 stop,6534
Multiple carriers,15,6,6/16/2022 1:30,10:20,Delhi,Cochin,15h 10m,1 stop,6795
Multiple carriers,3,6,19:15,7:30,Delhi,Cochin,11h 45m,1 stop,9736
Jet Airways,1,5,22:50,19:50,Banglore,Delhi,3h,non-stop,7229
SpiceJet,24,4,22:50,17:55,Delhi,Cochin,4h 55m,1 stop,4957
IndiGo,9,3,8:45,6:00,Banglore,New Delhi,2h 45m,non-stop,7648
SpiceJet,15,6,17:25,14:55,Kolkata,Banglore,2h 30m,non-stop,3873
Jet Airways,12,5,5/13/2022 4:40,18:55,Kolkata,Banglore,9h 45m,1 stop,14388
IndiGo,6,3,19:55,17:15,Kolkata,Banglore,2h 40m,non-stop,5618
Multiple carriers,9,6,6/10/2022 1:30,19:00,Delhi,Cochin,6h 30m,1 stop,7408
Air Asia,3,3,22:15,16:45,Delhi,Cochin,5h 30m,1 stop,13774
Vistara,3,5,9:40,7:00,Banglore,Delhi,2h 40m,non-stop,4668
Jet Airways,21,3,3/23/2022 4:25,18:20,Delhi,Cochin,34h 5m,2 stops,13082
Air India,3,6,19:15,3:50,Delhi,Cochin,15h 25m,1 stop,8669
IndiGo,24,6,6/25/2022 1:30,16:00,Delhi,Cochin,9h 30m,1 stop,6316
Jet Airways,6,3,3/7/2022 4:25,22:20,Delhi,Cochin,6h 5m,1 stop,12583
Vistara,9,3,18:50,16:10,Banglore,New Delhi,2h 40m,non-stop,7923
GoAir,3,3,12:50,7:00,Delhi,Cochin,5h 50m,1 stop,7378
Vistara,3,6,22:15,19:30,Banglore,Delhi,2h 45m,non-stop,4878
Jet Airways,18,5,5/19/2022 19:50,16:30,Kolkata,Banglore,27h 20m,1 stop,10844
Jet Airways,3,4,11:20,8:20,Banglore,Delhi,3h,non-stop,7229
SpiceJet,21,5,11:20,6:05,Delhi,Cochin,5h 15m,1 stop,6297
Jet Airways,12,6,6/13/2022 12:00,20:00,Kolkata,Banglore,16h,1 stop,8529
Multiple carriers,18,5,21:00,14:00,Delhi,Cochin,7h,1 stop,13727
SpiceJet,24,5,17:15,8:35,Kolkata,Banglore,8h 40m,1 stop,6643
Multiple carriers,9,5,19:00,10:00,Delhi,Cochin,9h,1 stop,10197
SpiceJet,21,4,4/22/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,4911
IndiGo,6,3,7:35,5:15,Chennai,Kolkata,2h 20m,non-stop,6482
Jet Airways,1,3,15:15,8:55,Banglore,New Delhi,6h 20m,1 stop,26890
IndiGo,18,5,23:45,19:20,Kolkata,Banglore,4h 25m,1 stop,3717
IndiGo,1,6,15:35,13:15,Chennai,Kolkata,2h 20m,non-stop,3597
Air India,18,3,22:10,11:05,Banglore,New Delhi,11h 5m,2 stops,10846
Air India,1,3,22:45,5:50,Banglore,New Delhi,16h 55m,1 stop,14069
Jet Airways,1,4,4/2/2022 12:35,22:50,Delhi,Cochin,13h 45m,1 stop,5177
Air India,6,3,3/7/2022 7:40,5:55,Delhi,Cochin,25h 45m,2 stops,14641
IndiGo,6,6,22:30,8:35,Delhi,Cochin,13h 55m,1 stop,6442
Air India,21,3,23:00,17:45,Delhi,Cochin,5h 15m,1 stop,5704
Jet Airways,6,5,5/7/2022 9:20,14:05,Kolkata,Banglore,19h 15m,1 stop,9663
Jet Airways,6,6,6/7/2022 4:25,20:55,Delhi,Cochin,7h 30m,1 stop,14714
Jet Airways,1,4,19:00,10:00,Delhi,Cochin,9h,1 stop,5406
Vistara,15,5,5/16/2022 20:20,20:20,Kolkata,Banglore,24h,1 stop,8610
Jet Airways,12,6,6/13/2022 12:35,18:25,Delhi,Cochin,18h 10m,2 stops,14237
IndiGo,9,6,10:05,7:10,Banglore,Delhi,2h 55m,non-stop,4823
IndiGo,27,3,21:35,20:05,Mumbai,Hyderabad,1h 30m,non-stop,2227
Jet Airways,18,5,5/19/2022 4:25,7:05,Delhi,Cochin,21h 20m,1 stop,12373
Air India,6,6,19:15,13:00,Delhi,Cochin,6h 15m,1 stop,8372
Jet Airways,3,3,3/4/2022 4:25,13:55,Delhi,Cochin,14h 30m,1 stop,17024
Air India,27,5,22:25,21:05,Mumbai,Hyderabad,1h 20m,non-stop,3100
Jet Airways,9,3,19:45,6:50,Delhi,Cochin,12h 55m,1 stop,14053
IndiGo,9,5,7:40,5:15,Chennai,Kolkata,2h 25m,non-stop,3540
Vistara,21,5,5/22/2022 18:50,20:20,Kolkata,Banglore,22h 30m,1 stop,9345
Jet Airways,1,6,6/2/2022 4:25,5:30,Delhi,Cochin,22h 55m,2 stops,10368
Jet Airways,1,3,12:25,7:00,Banglore,New Delhi,5h 25m,1 stop,26890
SpiceJet,9,3,10:15,8:50,Mumbai,Hyderabad,1h 25m,non-stop,5755
Jet Airways,21,3,16:10,8:55,Banglore,New Delhi,7h 15m,1 stop,7832
Jet Airways,6,5,20:45,8:25,Kolkata,Banglore,12h 20m,1 stop,14388
Air India,27,6,6/28/2022 9:25,13:15,Delhi,Cochin,20h 10m,2 stops,8839
Air India,3,3,3/4/2022 19:15,22:00,Delhi,Cochin,21h 15m,2 stops,22096
Vistara,27,5,9:20,7:05,Chennai,Kolkata,2h 15m,non-stop,3687
Multiple carriers,15,5,19:00,8:30,Delhi,Cochin,10h 30m,1 stop,9627
Multiple carriers,21,3,3/22/2022 1:35,11:30,Delhi,Cochin,14h 5m,1 stop,13542
IndiGo,27,4,6:50,4:00,Banglore,Delhi,2h 50m,non-stop,4423
IndiGo,3,3,21:20,4:55,Delhi,Cochin,16h 25m,2 stops,8899
SpiceJet,21,4,11:20,6:05,Delhi,Cochin,5h 15m,1 stop,5583
Air Asia,27,5,5/28/2022 6:35,16:45,Delhi,Cochin,13h 50m,1 stop,6752
SpiceJet,21,5,10:35,8:20,Chennai,Kolkata,2h 15m,non-stop,3543
Jet Airways,21,3,15:15,8:00,Banglore,New Delhi,7h 15m,1 stop,7832
Air India,1,5,5/2/2022 8:55,5:50,Kolkata,Banglore,27h 5m,2 stops,10991
Jet Airways,27,5,5/28/2022 12:35,9:00,Delhi,Cochin,27h 35m,1 stop,12898
Jet Airways,27,5,19:00,14:00,Delhi,Cochin,5h,1 stop,12898
GoAir,24,5,14:30,11:40,Banglore,Delhi,2h 50m,non-stop,3398
Air India,24,4,8:00,5:10,Delhi,Cochin,2h 50m,non-stop,5201
Air India,6,5,5/7/2022 1:20,10:00,Kolkata,Banglore,15h 20m,2 stops,13873
Air India,15,6,23:00,17:40,Delhi,Cochin,5h 20m,1 stop,7384
Jet Airways,6,6,6/7/2022 4:25,18:15,Delhi,Cochin,10h 10m,1 stop,10262
Jet Airways,24,3,3/25/2022 12:00,8:25,Kolkata,Banglore,27h 35m,1 stop,10031
Jet Airways,6,5,19:10,9:35,Kolkata,Banglore,9h 35m,1 stop,12384
Jet Airways,9,5,5/10/2022 18:15,14:05,Kolkata,Banglore,28h 10m,1 stop,7757
Jet Airways,6,3,3/7/2022 11:25,21:25,Banglore,New Delhi,14h,1 stop,17261
SpiceJet,1,3,12:05,9:30,Chennai,Kolkata,2h 35m,non-stop,7298
Jet Airways,6,4,18:10,15:15,Banglore,Delhi,2h 55m,non-stop,7229
IndiGo,1,4,7:15,4:40,Kolkata,Banglore,2h 35m,non-stop,4174
IndiGo,18,5,22:15,17:35,Kolkata,Banglore,4h 40m,1 stop,5699
Air India,24,4,16:45,14:15,Kolkata,Banglore,2h 30m,non-stop,4880
Air India,6,3,19:15,8:00,Delhi,Cochin,11h 15m,1 stop,15284
Jet Airways,24,3,16:20,8:25,Kolkata,Banglore,7h 55m,1 stop,13759
Vistara,24,3,18:45,9:55,Kolkata,Banglore,8h 50m,1 stop,16092
IndiGo,9,3,7:45,6:20,Mumbai,Hyderabad,1h 25m,non-stop,4392
Jet Airways,24,6,6/25/2022 12:35,20:55,Delhi,Cochin,15h 40m,1 stop,10262
SpiceJet,12,6,9:30,6:55,Kolkata,Banglore,2h 35m,non-stop,3841
GoAir,1,6,10:40,7:45,Banglore,Delhi,2h 55m,non-stop,5048
Air India,21,5,20:25,7:00,Kolkata,Banglore,13h 25m,1 stop,11096
IndiGo,24,4,12:10,7:35,Delhi,Cochin,4h 35m,1 stop,5073
Jet Airways,3,3,3/4/2022 4:25,9:55,Delhi,Cochin,18h 30m,1 stop,19828
Vistara,21,3,9:20,7:05,Chennai,Kolkata,2h 15m,non-stop,3739
Air India,9,3,3/10/2022 19:15,5:00,Delhi,Cochin,38h 15m,2 stops,10598
Jet Airways,15,6,22:00,18:55,Banglore,Delhi,3h 5m,non-stop,7229
Vistara,1,4,4/2/2022 18:50,17:00,Kolkata,Banglore,25h 50m,1 stop,8610
Vistara,9,5,17:50,14:40,Delhi,Cochin,3h 10m,non-stop,6216
Air India,9,6,16:10,13:20,Banglore,Delhi,2h 50m,non-stop,6961
Jet Airways,6,5,21:05,9:35,Kolkata,Banglore,11h 30m,1 stop,10703
Jet Airways,15,5,23:35,17:00,Kolkata,Banglore,6h 35m,1 stop,14151
Jet Airways,9,5,5/10/2022 10:05,6:30,Kolkata,Banglore,27h 35m,1 stop,8586
IndiGo,12,4,22:55,20:20,Kolkata,Banglore,2h 35m,non-stop,4488
Multiple carriers,15,6,6/16/2022 1:30,18:00,Delhi,Cochin,7h 30m,1 stop,7408
Jet Airways,18,4,14:15,11:00,Delhi,Cochin,3h 15m,non-stop,5443
Jet Airways,12,6,19:10,9:35,Kolkata,Banglore,9h 35m,1 stop,10539
Multiple carriers,1,6,6/2/2022 1:30,13:00,Delhi,Cochin,12h 30m,1 stop,7723
Multiple carriers,6,3,18:50,7:30,Delhi,Cochin,11h 20m,1 stop,15411
Jet Airways,21,5,10:10,7:10,Banglore,Delhi,3h,non-stop,7229
IndiGo,21,6,22:55,20:20,Kolkata,Banglore,2h 35m,non-stop,4804
Jet Airways,3,3,4:25,2:55,Mumbai,Hyderabad,1h 30m,non-stop,4050
Jet Airways,18,5,5/19/2022 19:10,17:00,Kolkata,Banglore,26h 10m,1 stop,14151
SpiceJet,6,4,22:50,17:55,Delhi,Cochin,4h 55m,1 stop,4957
Air India,3,3,23:55,21:10,Banglore,New Delhi,2h 45m,non-stop,7591
Jet Airways,24,3,22:35,13:55,Kolkata,Banglore,8h 40m,1 stop,11134
IndiGo,27,5,12:10,5:05,Delhi,Cochin,7h 5m,1 stop,6600
Air India,9,3,23:55,21:10,Banglore,New Delhi,2h 45m,non-stop,4966
Air India,1,6,6/2/2022 7:40,6:50,Delhi,Cochin,24h 50m,2 stops,15481
SpiceJet,1,3,3/2/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,5515
Jet Airways,15,6,19:00,8:00,Delhi,Cochin,11h,1 stop,14714
GoAir,15,6,19:35,10:35,Delhi,Cochin,9h,1 stop,4959
Jet Airways,21,4,14:05,11:10,Banglore,Delhi,2h 55m,non-stop,7229
Air India,15,5,21:10,18:05,Delhi,Cochin,3h 5m,non-stop,6094
Air Asia,24,4,12:55,10:20,Kolkata,Banglore,2h 35m,non-stop,4409
Multiple carriers,18,5,19:00,6:00,Delhi,Cochin,13h,1 stop,9794
Jet Airways,3,4,4:20,2:55,Mumbai,Hyderabad,1h 25m,non-stop,5678
IndiGo,15,6,16:10,8:35,Delhi,Cochin,7h 35m,1 stop,6442
Vistara,18,5,9:40,7:00,Banglore,Delhi,2h 40m,non-stop,4878
Jet Airways,24,3,3/25/2022 10:05,21:10,Kolkata,Banglore,12h 55m,1 stop,12446
Jet Airways,9,5,5/11/2022 4:25,23:05,Delhi,Cochin,29h 20m,2 stops,16704
Jet Airways,15,3,10:45,5:45,Banglore,New Delhi,5h,1 stop,9134
Jet Airways,15,5,5/16/2022 4:40,20:00,Kolkata,Banglore,8h 40m,1 stop,8586
Jet Airways,1,6,10:10,7:10,Banglore,Delhi,3h,non-stop,7229
Jet Airways,21,4,10:10,7:10,Banglore,Delhi,3h,non-stop,6144
Air India,18,5,12:45,10:00,Banglore,Delhi,2h 45m,non-stop,6961
Jet Airways,9,5,5/10/2022 4:40,16:30,Kolkata,Banglore,12h 10m,1 stop,10844
IndiGo,21,5,21:55,19:35,Chennai,Kolkata,2h 20m,non-stop,3597
SpiceJet,21,3,18:15,10:20,Banglore,New Delhi,7h 55m,1 stop,7139
Air India,6,3,3/7/2022 15:15,9:40,Mumbai,Hyderabad,29h 35m,2 stops,25139
Jet Airways,1,6,6/2/2022 12:35,9:40,Delhi,Cochin,26h 55m,2 stops,10368
Air India,6,4,4/7/2022 9:25,20:40,Delhi,Cochin,12h 45m,1 stop,5117
Multiple carriers,18,5,19:15,11:40,Delhi,Cochin,7h 35m,1 stop,9211
SpiceJet,15,4,19:40,17:10,Kolkata,Banglore,2h 30m,non-stop,4174
Multiple carriers,27,5,19:15,7:30,Delhi,Cochin,11h 45m,1 stop,10786
Jet Airways,15,3,3/16/2022 7:40,8:00,Banglore,New Delhi,23h 40m,1 stop,9134
Jet Airways,1,6,6/2/2022 4:25,14:35,Delhi,Cochin,13h 50m,2 stops,13376
Air India,21,3,3/19/2022 10:50,22:00,Banglore,New Delhi,12h 50m,1 stop,6955
Jet Airways,9,5,18:15,8:25,Kolkata,Banglore,9h 50m,1 stop,10844
Air Asia,1,4,22:25,19:55,Kolkata,Banglore,2h 30m,non-stop,3807
Jet Airways,1,5,5/2/2022 12:00,14:05,Kolkata,Banglore,21h 55m,1 stop,9663
Jet Airways,9,5,5/10/2022 4:25,2:15,Delhi,Cochin,26h 10m,1 stop,12373
SpiceJet,1,5,5/2/2022 0:05,21:10,Banglore,Delhi,2h 55m,non-stop,4991
Air India,21,3,3/22/2022 19:15,23:00,Delhi,Cochin,20h 15m,1 stop,6745
Jet Airways,15,6,6/16/2022 19:00,22:50,Delhi,Cochin,20h 10m,1 stop,10262
Jet Airways,27,3,3/28/2022 4:25,17:30,Delhi,Cochin,10h 55m,1 stop,6540
